relativehumidity_2m,dewpoint_2m,windspeed_100m,winddirection_100m,Power/hour
68,20.9,6.14,300,0.5573
66,20.4,6.22,307,0.4774
68,20.8,4.96,298,0.3976
72,21.6,4.66,285,0.3177
75,22.4,4.75,278,0.2378
77,22.4,6.36,278,0.2155
79,22.6,6.13,276,0.2509
80,22.2,6.01,274,0.2864
83,22.1,6.3,268,0.3218
87,21.9,6.2,270,0.3572
88,21.9,5.51,273,0.3926
91,21.8,4.72,275,0.428
92,21.4,3.44,278,0.4634
93,20.7,3.61,265,0.4989
92,20.4,4.67,260,0.5343
93,20.2,2.11,265,0.5697
95,19.9,1.71,173,0.6051
92,20.3,5.1,154,0.6405
84,21.6,6.71,152,0.6759
79,22.9,7.26,142,0.7114
75,24.4,6.77,149,0.7468
70,23.6,9.15,146,0.7822
71,25.0,8.78,150,0.8176
72,25.9,8.68,145,0.8323
68,25.8,9.01,146,0.8263
70,26.7,9.43,139,0.8203
76,27.2,8.42,133,0.8143
79,28.0,8.5,139,0.8084
82,28.9,7.84,142,0.8024
83,28.7,7.86,139,0.7877
88,29.3,7.09,130,0.7644
90,30.3,6.02,132,0.7411
92,30.8,5.19,140,0.7178
95,31.1,4.41,147,0.6944
96,31.2,3.74,146,0.6711
97,31.2,3.74,146,0.6478
98,30.7,3.89,162,0.6245
99,29.5,2.66,200,0.6012
99,31.1,1.44,214,0.5778
100,30.7,2.3,236,0.5545
99,30.4,3.08,257,0.5312
100,29.7,0.7,180,0.5079
99,30.3,1.58,235,0.4846
95,31.3,2.68,243,0.4612
88,32.3,2.16,236,0.4379
77,31.5,2.15,202,0.4146
76,31.6,2.62,198,0.3913
75,31.7,2.98,194,0.3679
74,31.8,2.91,184,0.3446
74,31.7,3.47,168,0.3213
76,31.7,4.53,158,0.298
81,31.6,5.4,181,0.2747
84,30.6,5.31,183,0.2513
90,29.5,6.12,169,0.2337
89,28.1,6.32,191,0.2217
90,27.1,6.04,196,0.2098
91,26.3,5.69,190,0.1978
91,26.2,5.26,189,0.1859
91,26.4,5.85,188,0.1739
87,27.2,5.91,183,0.1619
85,27.9,5.73,192,0.15
87,29.4,4.79,203,0.138
93,31.2,3.86,217,0.1261
94,31.4,1.87,196,0.1141
95,31.9,1.27,135,0.1086
96,32.2,1.71,69,0.1095
96,32.4,2.68,63,0.1104
96,32.7,2.59,62,0.1113
94,33.6,3.34,99,0.1122
94,34.9,4.03,134,0.1131
97,35.7,2.91,176,0.1141
90,37.5,2.45,258,0.115
86,37.9,2.82,247,0.1159
86,37.8,3.26,259,0.1168
91,37.1,3.82,264,0.1177
97,34.8,4.7,270,0.1186
98,34.3,5.74,277,0.1195
98,33.0,6.3,268,0.1191
98,32.2,6.08,261,0.1173
98,31.7,6.46,262,0.1155
97,31.2,6.9,253,0.1137
97,31.0,6.99,253,0.1119
97,31.0,7.4,283,0.1101
97,30.9,7.24,303,0.1083
96,29.0,5.42,308,0.1065
95,27.6,5.1,318,0.1047
91,26.7,5.92,344,0.1028
87,25.1,5.32,16,0.101
86,25.1,5.36,37,0.0992
89,27.5,6.37,44,0.0974
93,28.5,5.95,49,0.0956
91,31.2,6.61,51,0.0938
87,34.1,6.3,57,0.092
84,35.2,4.97,65,0.0902
81,34.8,5.35,69,0.0884
78,34.1,4.44,67,0.107
76,33.1,4.16,63,0.146
76,32.5,4.04,48,0.185
84,32.7,4.56,52,0.224
92,32.1,5.28,63,0.263
94,32.0,5.72,54,0.3021
95,31.3,6.65,46,0.3186
95,31.6,6.56,52,0.3126
94,32.1,7.29,48,0.3066
93,32.1,6.27,56,0.3007
93,31.4,6.28,76,0.2947
93,30.9,6.79,76,0.2887
91,29.7,6.83,85,0.2828
90,28.5,6.87,98,0.2768
89,27.6,5.1,92,0.2709
90,27.3,4.01,86,0.2649
91,25.8,2.95,62,0.2589
91,24.4,2.89,76,0.2425
94,25.1,3.81,67,0.2156
92,26.7,3.11,86,0.1886
92,28.9,3.48,108,0.1617
87,32.4,2.62,130,0.1348
80,32.3,2.09,163,0.1079
71,31.9,2.52,236,0.081
63,30.8,2.47,249,0.1089
60,30.1,2.98,256,0.1916
63,30.3,4.5,270,0.2743
78,31.0,4.24,262,0.357
88,29.2,5.19,236,0.4397
90,28.2,7.09,248,0.5224
92,27.3,8.71,261,0.5665
89,27.5,9.02,257,0.5719
88,27.5,9.36,256,0.5774
89,28.1,9.92,255,0.5828
90,28.3,10.4,268,0.5883
90,27.8,10.21,272,0.5938
90,27.1,9.83,275,0.5992
90,26.4,9.08,278,0.6047
90,25.9,8.63,280,0.6101
88,25.7,8.48,287,0.6156
87,25.5,8.94,297,0.621
83,25.8,9.46,306,0.6342
74,24.5,9.5,311,0.6551
74,24.1,9.03,309,0.676
69,23.8,9.14,307,0.6969
66,23.8,9.63,312,0.7178
64,23.0,10.04,322,0.7387
60,21.5,9.54,325,0.7596
58,20.5,9.02,324,0.7672
58,20.5,8.36,319,0.7617
60,20.5,8.21,317,0.7562
61,20.4,7.92,317,0.7507
66,21.0,6.79,313,0.7452
68,20.9,7.07,314,0.7396
71,20.5,6.97,321,0.7095
69,20.2,6.39,320,0.6546
71,19.9,6.62,322,0.5998
73,19.9,6.75,320,0.545
73,20.1,6.38,319,0.4901
72,20.2,6.16,317,0.4353
71,20.2,6.26,321,0.3805
71,19.9,6.28,323,0.3257
71,19.6,6.11,320,0.2708
72,19.8,5.77,326,0.216
75,20.1,5.12,321,0.1612
75,20.2,4.83,310,0.1254
77,20.4,4.79,299,0.1088
78,20.8,4.79,293,0.0922
78,21.3,4.61,283,0.0756
74,21.9,3.63,278,0.059
70,22.2,2.63,279,0.0424
65,21.3,2.24,260,0.0258
61,20.7,2.28,241,0.0414
58,20.0,2.83,212,0.0893
57,19.8,3.53,205,0.1372
61,20.8,4.28,191,0.185
71,21.2,5.61,183,0.2329
74,20.9,6.62,184,0.2808
74,19.8,6.77,193,0.3293
75,19.9,7.22,202,0.3784
78,20.9,7.56,206,0.4276
81,22.0,8.68,209,0.4767
83,22.9,9.39,208,0.5259
82,23.0,9.71,208,0.575
80,22.6,9.89,208,0.6241
78,22.1,9.63,213,0.6733
75,21.7,9.34,218,0.7224
74,21.4,8.77,226,0.7716
75,21.5,8.35,226,0.8207
76,21.8,8.2,225,0.8207
75,23.2,8.5,228,0.7714
75,23.6,8.35,223,0.7221
70,23.9,7.5,217,0.6728
62,24.0,6.82,215,0.6235
55,23.7,6.41,211,0.5742
48,23.1,6.8,208,0.525
46,23.7,6.89,206,0.5284
49,25.1,6.58,200,0.5845
52,26.0,6.77,196,0.6407
58,26.7,7.64,194,0.6968
63,26.8,7.4,196,0.753
64,27.0,7.96,195,0.8091
72,29.0,8.78,195,0.7991
78,29.0,8.78,195,0.723
80,28.4,9.07,194,0.6469
79,27.9,9.37,196,0.5708
80,27.8,8.82,198,0.4947
79,27.7,9.11,199,0.4186
79,27.6,8.58,201,0.3425
79,27.5,8.64,200,0.2664
79,27.5,7.87,198,0.1903
77,27.7,7.31,199,0.1142
77,27.9,7.06,196,0.0381
79,28.2,6.85,187,0.0003
79,30.1,6.61,190,0.0009
79,30.3,5.74,187,0.0015
79,30.6,5.45,187,0.002
81,31.8,6.14,187,0.0026
88,33.6,6.13,186,0.0032
89,34.8,5.63,186,0.0038
89,35.9,4.93,186,0.0621
90,37.2,4.7,179,0.178
89,37.8,4.82,175,0.294
92,37.9,5.22,163,0.41
92,37.4,6.53,169,0.526
93,37.0,5.85,160,0.642
94,36.6,5.92,143,0.6753
95,37.0,5.85,123,0.626
96,36.0,4.76,129,0.5766
96,35.4,4.38,117,0.5273
97,35.2,4.28,101,0.4779
97,35.5,4.49,102,0.4286
98,35.7,4.03,83,0.3792
97,35.7,4.69,56,0.3299
97,35.4,4.44,36,0.2806
98,35.6,5.37,27,0.2312
97,35.6,4.98,10,0.1819
99,35.3,5.05,352,0.2096
97,36.3,6.84,345,0.3144
97,36.1,7.04,349,0.4192
97,35.6,7.47,340,0.5241
96,35.7,7.6,339,0.6289
95,35.3,7.97,340,0.7337
93,34.7,8.45,339,0.8385
91,34.4,9.0,345,0.8959
91,33.8,8.57,343,0.9058
89,32.1,8.83,340,0.9157
89,30.6,9.14,340,0.9256
90,29.6,8.77,334,0.9355
88,28.4,9.36,337,0.9454
87,28.3,8.72,333,0.9362
85,26.9,9.23,330,0.908
82,25.7,9.09,330,0.8799
80,24.7,9.09,330,0.8517
78,23.7,8.65,330,0.8235
78,23.1,8.19,332,0.7953
79,22.8,8.06,330,0.7671
78,22.3,7.84,322,0.7389
77,21.0,8.06,323,0.7108
76,19.9,6.95,320,0.6826
74,18.8,7.3,319,0.6544
73,17.8,7.22,312,0.6283
76,19.1,7.27,304,0.6043
74,17.9,6.8,306,0.5803
73,17.7,7.1,302,0.5562
71,18.0,6.57,303,0.5322
69,18.5,5.64,300,0.5082
68,18.8,5.5,295,0.4842
67,18.8,5.55,293,0.4374
65,18.8,5.76,290,0.3679
64,18.6,5.22,287,0.2984
64,18.6,4.75,285,0.2288
67,19.0,3.54,286,0.1593
69,19.6,2.34,290,0.0898
75,20.7,3.2,250,0.0535
77,21.2,3.61,236,0.0504
77,21.4,4.0,233,0.0474
78,21.8,4.39,240,0.0444
79,22.2,4.02,235,0.0413
80,22.4,3.28,232,0.0383
83,22.7,2.66,214,0.0352
84,23.1,3.01,195,0.0322
83,23.6,2.71,184,0.0292
84,24.0,2.79,165,0.0261
84,24.1,3.14,149,0.0231
85,24.3,3.16,162,0.0239
85,25.3,3.11,186,0.0285
87,26.0,3.11,176,0.0332
88,26.7,3.1,180,0.0378
87,27.1,3.24,189,0.0425
85,27.5,3.44,206,0.0471
84,27.9,3.22,216,0.0517
80,28.0,3.83,237,0.0637
77,28.0,3.94,246,0.083
77,27.9,4.4,249,0.1022
77,27.6,4.72,249,0.1215
79,27.6,4.68,250,0.1408
79,26.8,5.39,255,0.1601
82,26.7,5.65,247,0.1754
87,26.7,5.14,233,0.1867
89,26.4,6.24,229,0.198
87,27.4,7.16,237,0.2094
86,27.4,6.96,252,0.2207
86,26.5,6.55,251,0.232
86,24.7,7.06,249,0.2434
87,23.8,7.25,242,0.2547
85,24.1,6.98,241,0.266
84,24.8,6.67,246,0.2774
87,25.7,6.26,262,0.2887
90,25.7,6.9,271,0.2733
84,24.9,7.95,264,0.2313
81,23.1,8.67,263,0.1892
80,23.1,9.12,266,0.1472
74,23.1,8.71,268,0.1051
66,21.8,10.13,275,0.0631
64,21.6,10.1,278,0.021
64,21.7,10.2,281,0.0454
65,21.8,9.81,287,0.1362
66,22.3,7.6,297,0.227
74,24.4,7.6,286,0.3177
77,24.7,7.08,283,0.4085
77,24.7,6.18,293,0.4993
77,23.7,5.92,282,0.5278
76,23.5,5.51,286,0.494
77,23.2,5.61,273,0.4602
78,22.5,5.74,263,0.4265
76,20.8,5.71,267,0.3927
79,20.0,5.82,275,0.3589
81,19.5,5.63,276,0.3251
83,19.2,5.3,270,0.2913
84,18.9,5.2,271,0.2576
85,18.6,5.2,268,0.2238
85,18.4,5.21,267,0.19
85,18.2,4.9,269,0.1653
86,18.7,4.4,269,0.1497
86,18.7,4.23,263,0.1341
81,19.1,3.96,260,0.1184
69,19.2,2.57,257,0.1028
60,17.9,2.78,240,0.0872
57,18.2,2.76,226,0.0716
54,18.0,3.18,226,0.0661
54,17.8,3.61,226,0.0708
54,17.9,3.45,240,0.0756
56,18.6,3.26,259,0.0803
67,19.6,3.22,277,0.085
76,20.5,2.4,272,0.0897
69,19.1,2.52,263,0.0945
72,19.8,3.58,247,0.0992
78,20.7,4.61,246,0.1039
84,21.4,4.48,246,0.1086
88,21.6,4.56,244,0.1134
90,21.9,4.79,247,0.1181
92,22.3,5.03,253,0.1228
92,23.1,4.75,262,0.1275
92,23.9,4.5,271,0.1323
93,24.3,4.8,271,0.137
93,24.4,4.26,279,0.1417
93,24.8,3.29,290,0.1386
93,26.1,4.03,263,0.1278
91,26.7,4.14,250,0.117
89,27.6,3.67,253,0.1061
88,28.6,3.32,263,0.0953
88,29.4,3.75,279,0.0844
88,29.4,2.73,298,0.0736
85,29.1,2.42,322,0.0628
82,28.7,1.64,322,0.0519
78,28.3,1.42,309,0.0411
79,28.4,1.28,321,0.0302
86,28.4,2.26,13,0.0194
84,26.7,3.86,31,0.0085
84,25.8,5.08,36,0.0346
84,25.4,5.27,57,0.0977
81,25.1,5.57,72,0.1607
83,24.5,6.07,73,0.2238
82,23.9,6.25,83,0.2868
81,23.6,7.0,88,0.3498
81,23.7,7.32,95,0.4129
82,23.0,6.61,110,0.4759
79,22.8,7.2,104,0.539
79,22.9,7.56,114,0.602
86,24.8,7.66,123,0.665
89,25.9,7.85,121,0.6969
94,27.8,8.3,121,0.6976
93,27.2,8.68,128,0.6983
87,26.2,8.88,124,0.6991
80,25.7,9.58,127,0.6998
81,25.8,9.32,120,0.7005
79,26.6,9.21,124,0.7012
78,28.3,9.7,132,0.7011
82,30.5,11.18,136,0.7003
88,32.7,11.19,139,0.6995
88,33.0,11.73,146,0.6986
87,33.2,12.59,141,0.6978
87,33.9,12.74,149,0.697
90,35.0,14.02,157,0.6966
90,36.6,13.22,166,0.6966
89,37.8,12.61,177,0.6966
89,38.8,12.18,187,0.6966
89,40.5,12.22,193,0.6966
90,42.4,12.59,194,0.6966
90,43.3,10.97,199,0.6966
92,43.7,8.3,211,0.6966
92,45.3,8.87,210,0.6966
93,46.5,8.63,207,0.6966
93,47.9,9.75,207,0.6966
93,47.6,9.85,209,0.6944
94,47.4,9.56,201,0.69
92,48.0,11.41,204,0.6856
93,47.7,9.69,202,0.6812
92,48.1,8.88,211,0.6769
92,48.4,8.15,222,0.6725
90,47.8,10.04,218,0.6681
83,47.9,9.83,224,0.6104
76,45.3,9.33,251,0.4995
86,42.4,8.91,258,0.3885
78,37.5,10.85,253,0.2775
76,35.5,9.77,263,0.1665
80,32.1,11.46,264,0.0555
78,31.5,10.78,251,0.0231
81,30.3,9.85,246,0.0694
82,29.8,9.8,256,0.1157
86,30.2,9.06,259,0.162
87,29.7,8.46,309,0.2083
82,25.4,7.09,320,0.2545
79,22.4,7.01,318,0.3008
77,20.7,6.8,319,0.3471
74,19.4,6.48,322,0.3934
73,17.8,6.64,329,0.4396
73,16.3,6.18,337,0.4859
72,15.0,5.96,337,0.4831
76,16.6,5.85,340,0.4311
75,15.6,5.57,342,0.3792
72,14.8,4.74,342,0.3272
70,14.3,4.2,335,0.2752
66,13.7,3.91,328,0.2233
64,13.5,3.75,318,0.1713
63,13.2,3.18,316,0.1601
62,12.8,2.5,307,0.1898
61,12.4,2.75,280,0.2194
59,11.7,2.24,280,0.2491
58,11.6,2.62,263,0.2787
58,11.7,1.36,253,0.3084
65,13.2,2.02,200,0.338
63,13.2,3.41,183,0.3677
63,13.4,4.14,200,0.3973
66,14.7,4.79,209,0.427
71,16.5,4.61,207,0.4566
75,18.0,4.97,205,0.4863
80,19.9,5.24,193,0.5159
85,21.4,5.66,188,0.5456
86,22.5,6.61,200,0.5752
85,23.2,6.86,226,0.6049
84,23.3,7.16,229,0.6345
81,22.7,7.68,231,0.6538
78,22.6,8.14,233,0.6627
77,21.8,7.78,233,0.6716
75,21.3,7.32,231,0.6805
66,18.8,7.91,238,0.6894
59,17.0,7.47,231,0.6982
52,15.8,6.93,225,0.7071
48,15.1,6.15,224,0.7096
46,14.8,5.98,218,0.7057
45,14.5,6.05,214,0.7018
48,15.3,5.88,212,0.6979
50,15.2,6.36,210,0.694
50,14.2,6.8,213,0.6901
48,13.9,8.49,212,0.6592
53,15.5,8.79,214,0.6014
58,16.7,8.53,219,0.5436
60,17.6,7.42,224,0.4858
64,18.6,6.79,226,0.428
66,19.9,6.44,227,0.3702
72,20.7,6.86,223,0.3123
75,21.7,5.95,221,0.2545
78,22.2,5.42,218,0.1967
81,22.2,5.55,206,0.1389
82,22.2,4.81,197,0.0811
82,22.3,5.6,181,0.069
85,22.9,5.1,181,0.1025
83,23.2,5.85,167,0.136
81,24.0,5.51,164,0.1695
79,25.8,6.83,162,0.2031
75,27.0,7.03,165,0.2366
72,28.4,5.2,150,0.2701
81,31.1,6.2,142,0.321
92,32.9,6.8,131,0.3893
94,33.2,6.22,134,0.4576
95,33.6,6.2,100,0.5259
95,34.3,9.43,107,0.5941
95,34.8,9.45,113,0.6624
97,34.4,7.5,53,0.6963
96,35.4,7.01,93,0.6957
98,34.8,3.97,49,0.6951
98,34.7,8.93,347,0.6946
99,33.0,9.1,1,0.694
99,32.6,9.24,347,0.6934
96,32.3,9.87,340,0.6929
94,31.5,9.95,338,0.6923
94,31.2,9.17,333,0.6917
91,30.1,9.3,328,0.6912
91,27.6,9.04,332,0.6906
88,25.4,8.01,336,0.6857
89,26.3,8.08,329,0.6766
86,24.0,8.41,335,0.6674
82,21.4,7.34,343,0.6583
79,20.5,7.63,349,0.6491
77,19.5,6.68,343,0.64
74,18.3,6.24,344,0.6308
71,17.1,5.99,345,0.5888
69,15.8,6.55,348,0.5138
66,13.7,6.23,354,0.4389
64,12.1,4.64,353,0.3639
66,11.7,3.92,354,0.289
68,11.8,3.81,357,0.214
73,13.6,4.08,343,0.173
73,13.9,3.48,342,0.166
73,13.9,3.68,338,0.1589
74,13.7,3.52,325,0.1519
70,12.3,3.27,337,0.1448
71,12.2,3.18,336,0.1378
73,12.3,2.73,336,0.1307
75,12.1,2.82,337,0.1237
77,11.9,2.38,345,0.1166
77,11.4,1.34,333,0.1096
76,11.1,0.6,360,0.1026
75,11.0,0.85,135,0.0955
64,8.8,2.19,114,0.0885
61,8.5,2.76,136,0.0814
62,10.1,2.98,166,0.0744
68,13.8,3.16,162,0.0673
72,17.3,3.73,160,0.0603
73,19.7,4.71,168,0.0532
73,20.7,4.67,170,0.0569
75,21.8,5.24,167,0.0712
79,23.1,6.1,170,0.0856
83,24.5,5.85,172,0.1
88,25.9,4.74,173,0.1144
92,27.4,4.4,183,0.1287
95,28.0,5.46,204,0.1613
96,28.8,6.44,224,0.212
92,28.4,7.48,247,0.2626
90,27.5,8.32,252,0.3133
88,26.7,9.02,266,0.364
85,25.4,9.3,269,0.4147
81,23.5,9.8,271,0.4654
78,22.4,8.21,268,0.5161
84,22.5,8.31,268,0.5667
76,20.0,7.91,268,0.6174
72,18.4,8.22,260,0.6681
73,18.0,8.4,258,0.6933
73,19.9,7.89,258,0.6931
78,20.6,6.37,248,0.6929
77,21.5,6.02,234,0.6927
71,21.7,6.79,224,0.6924
70,22.2,7.99,227,0.6922
70,22.9,8.77,227,0.692
71,23.1,8.49,225,0.6922
67,23.1,9.64,233,0.6927
67,23.3,8.77,238,0.6933
69,23.8,9.06,239,0.6939
73,24.6,7.87,244,0.6945
76,25.0,8.05,238,0.695
82,24.9,9.12,224,0.6947
81,24.7,9.76,213,0.6935
76,24.5,10.72,220,0.6923
78,24.9,10.38,234,0.691
76,24.9,10.88,238,0.6898
74,24.8,11.16,239,0.6886
74,24.9,10.87,242,0.6874
74,24.9,10.47,245,0.6862
74,25.0,10.18,250,0.6849
75,25.1,9.78,254,0.6837
76,25.1,9.3,243,0.6825
79,25.0,8.2,240,0.6708
86,27.7,9.38,234,0.6487
84,27.5,10.28,229,0.6265
77,27.3,10.13,235,0.6044
68,27.5,9.52,234,0.5822
60,27.4,8.14,242,0.5601
55,27.9,7.24,259,0.5379
54,28.5,6.4,256,0.4971
52,28.8,6.65,224,0.4375
52,29.6,4.96,261,0.3779
60,30.8,4.91,266,0.3183
73,30.3,5.4,271,0.2588
77,30.2,5.9,259,0.1992
83,27.4,4.12,276,0.1716
84,28.7,4.04,279,0.1762
83,29.3,4.3,295,0.1807
83,28.8,4.04,312,0.1852
85,28.5,4.4,339,0.1898
88,28.5,5.2,2,0.1943
89,28.1,5.44,17,0.1988
92,27.3,4.1,47,0.2034
94,26.8,3.5,53,0.2079
96,28.3,3.61,46,0.2124
98,29.3,4.02,35,0.217
99,28.2,3.05,49,0.2215
99,26.3,3.81,3,0.226
99,27.7,3.32,353,0.2305
98,28.6,2.02,340,0.2351
97,32.1,1.35,228,0.2396
91,34.2,2.76,226,0.2441
79,34.2,4.26,231,0.2487
69,33.9,5.51,241,0.2887
64,33.6,6.44,242,0.3641
63,33.3,6.89,242,0.4396
66,33.4,8.32,252,0.5151
75,33.9,9.51,255,0.5905
79,34.4,10.53,266,0.666
86,34.5,10.24,260,0.703
85,33.6,10.71,278,0.7015
86,32.3,10.38,302,0.7001
87,31.4,10.04,308,0.6986
85,31.0,9.96,306,0.6971
89,30.8,10.5,310,0.6956
84,29.7,9.94,324,0.6941
83,28.4,9.63,325,0.6927
84,27.4,9.16,324,0.6912
88,26.8,8.96,325,0.6897
89,26.3,8.58,324,0.6882
88,26.0,7.58,319,0.6776
73,23.4,7.55,328,0.6578
68,22.0,7.84,343,0.6379
64,20.8,7.03,345,0.6181
57,17.7,8.37,348,0.5983
54,17.5,6.6,346,0.5785
56,18.6,5.81,349,0.5587
58,19.7,5.39,349,0.5172
66,21.5,5.24,13,0.454
63,19.6,4.67,10,0.3908
61,18.0,4.61,13,0.3276
63,17.3,4.75,15,0.2645
66,16.3,5.0,12,0.2013
72,16.3,5.19,19,0.194
71,16.2,4.16,24,0.2425
71,16.7,3.58,54,0.2911
70,17.3,4.57,80,0.3396
69,17.6,5.8,88,0.3882
72,18.0,7.24,96,0.4367
71,17.6,7.62,104,0.4853
69,17.3,8.1,116,0.5338
69,17.3,8.06,127,0.5824
70,17.7,8.16,131,0.6309
69,17.7,8.78,132,0.6795
69,17.7,9.08,131,0.7032
78,20.0,9.55,134,0.702
82,21.6,12.17,133,0.7008
86,22.8,12.76,128,0.6997
87,24.0,12.17,134,0.6985
83,24.0,12.59,134,0.6974
78,23.9,12.3,136,0.6962
78,24.8,12.62,139,0.6959
72,25.6,13.76,144,0.6966
70,25.7,14.64,146,0.6972
65,25.7,13.76,160,0.6978
69,29.1,13.44,167,0.6984
78,34.4,13.4,180,0.6991
89,38.2,14.27,196,0.6679
90,41.8,13.55,211,0.6049
89,43.2,12.15,231,0.5419
93,44.3,11.05,241,0.4789
93,45.3,12.54,238,0.416
93,43.8,13.48,264,0.353
91,39.3,11.63,266,0.29
90,37.5,10.07,263,0.227
92,36.5,9.82,261,0.164
94,36.4,9.29,256,0.101
95,35.7,7.41,249,0.0381
96,35.4,5.08,238,0.0418
97,36.7,3.41,238,0.1124
98,36.9,4.26,219,0.1829
97,37.7,5.46,208,0.2534
97,38.4,4.33,214,0.324
97,39.1,4.55,220,0.3945
99,40.0,5.25,239,0.465
99,39.8,5.38,260,0.5173
99,39.9,5.59,260,0.5513
96,39.1,6.64,264,0.5853
95,37.5,6.56,278,0.6193
96,36.2,7.81,280,0.6534
97,34.8,9.53,285,0.6874
95,35.0,10.26,283,0.7039
92,33.5,10.5,284,0.7029
91,31.7,9.51,282,0.7019
89,30.2,11.46,280,0.7009
86,28.2,11.04,286,0.6999
89,28.2,7.44,306,0.6989
88,26.7,6.73,312,0.6979
85,24.9,7.45,320,0.6969
76,21.5,7.79,312,0.6959
71,18.4,8.49,302,0.6949
73,17.1,8.56,300,0.6939
71,16.1,9.35,297,0.6941
70,16.6,9.35,296,0.6954
63,13.2,9.66,298,0.6968
66,13.7,10.66,293,0.6981
61,12.4,11.5,299,0.6995
57,12.3,11.07,305,0.7008
56,13.0,10.98,303,0.7021
54,12.3,11.51,303,0.7023
51,11.5,11.87,309,0.7012
47,9.7,10.99,311,0.7001
51,10.7,11.15,310,0.699
57,12.4,9.85,303,0.6979
58,12.3,9.63,303,0.6968
64,15.0,9.59,309,0.6966
63,14.2,10.27,311,0.6972
59,11.8,11.67,316,0.6979
61,12.2,11.25,318,0.6985
57,10.3,11.28,320,0.6992
56,9.5,11.23,321,0.6998
62,10.9,10.04,316,0.7005
60,10.0,9.76,317,0.7012
57,8.8,9.9,322,0.7018
58,8.7,9.65,326,0.7025
60,9.0,9.4,331,0.7031
62,8.5,9.66,334,0.7042
62,7.2,9.32,330,0.7056
62,6.9,8.38,324,0.707
61,6.6,8.44,324,0.7084
60,6.8,8.49,326,0.7099
60,7.1,8.54,325,0.7113
60,6.7,8.08,329,0.7127
58,6.1,8.02,327,0.6765
57,5.9,7.85,326,0.6026
57,6.2,7.05,328,0.5287
57,6.8,6.96,325,0.4548
59,6.9,6.32,325,0.3809
58,6.6,5.96,325,0.307
62,8.0,6.16,312,0.2685
62,7.9,6.65,313,0.2654
60,6.9,6.59,319,0.2624
58,5.4,6.44,327,0.2594
60,5.4,6.41,329,0.2563
66,7.7,6.05,326,0.2533
69,8.7,5.54,321,0.2502
68,9.1,5.22,328,0.2472
70,9.6,5.12,321,0.2442
68,9.4,4.7,322,0.2411
67,9.2,4.39,319,0.2381
67,9.6,4.12,331,0.2375
66,9.8,3.67,331,0.2393
66,10.0,2.9,314,0.2411
62,9.6,2.97,303,0.243
57,9.0,1.84,338,0.2448
50,7.9,0.95,18,0.2467
45,7.0,0.72,34,0.2485
41,6.2,0.54,112,0.2503
39,5.8,1.03,151,0.2522
37,5.3,1.3,157,0.254
38,4.9,1.36,163,0.2558
42,6.1,1.78,128,0.2577
51,9.5,3.31,115,0.2595
58,11.2,3.2,129,0.2613
65,13.3,3.56,142,0.2632
67,14.0,3.02,146,0.265
65,13.9,2.48,130,0.2668
66,14.2,2.9,134,0.2687
68,14.6,2.76,136,0.2705
70,15.0,3.1,159,0.2723
70,15.0,3.51,183,0.2742
66,13.7,3.24,189,0.276
62,12.4,1.63,169,0.2778
62,12.3,0.58,149,0.2797
63,12.7,1.3,58,0.2815
65,14.0,1.84,61,0.2833
63,13.9,2.08,35,0.2852
62,14.9,2.83,58,0.287
71,19.5,5.04,97,0.2889
71,18.7,6.4,91,0.2907
68,16.9,6.03,84,0.2925
64,15.9,5.79,72,0.305
62,15.1,5.5,65,0.3281
62,14.7,5.59,61,0.3512
61,14.0,5.78,60,0.3744
60,13.4,5.82,61,0.3975
62,13.9,6.63,56,0.4206
64,13.5,5.94,57,0.4263
63,13.7,6.19,56,0.4144
65,14.1,5.88,55,0.4026
68,15.2,6.4,61,0.3907
69,15.5,6.75,63,0.3789
72,15.6,6.71,65,0.367
73,15.8,6.32,67,0.3552
72,15.0,6.4,63,0.3433
71,14.2,6.4,63,0.3315
73,13.6,6.81,60,0.3196
73,12.8,6.59,60,0.3078
71,11.9,6.63,56,0.3042
75,12.3,6.5,53,0.3088
76,12.3,6.19,56,0.3134
72,12.9,6.44,57,0.318
69,14.3,6.17,63,0.3226
64,14.2,5.33,67,0.3272
59,13.3,4.7,63,0.3318
54,12.2,4.3,59,0.3206
51,11.1,4.16,55,0.2937
51,11.0,4.6,46,0.2667
55,11.5,4.25,49,0.2398
64,12.7,4.46,42,0.2129
73,13.3,5.28,29,0.186
82,13.6,4.73,13,0.1658
84,14.0,4.44,14,0.1524
86,14.4,4.09,22,0.139
88,14.8,3.62,24,0.1257
89,14.8,3.45,22,0.1123
89,14.7,3.18,24,0.0989
90,14.7,2.11,31,0.0855
92,14.6,1.39,21,0.0721
92,14.6,1.24,346,0.0588
92,14.5,2.19,313,0.0454
91,14.3,3.54,299,0.032
91,14.1,4.27,291,0.0296
93,14.6,5.1,270,0.038
93,14.1,5.3,272,0.0465
87,14.6,5.12,274,0.055
70,14.3,3.6,272,0.0635
61,14.2,4.1,267,0.072
58,15.0,4.26,261,0.0804
54,14.9,3.86,249,0.0915
51,15.0,4.16,260,0.1051
50,14.6,4.41,266,0.1187
50,14.1,4.27,254,0.1323
57,14.3,4.62,252,0.1459
64,14.8,5.29,255,0.1595
76,16.8,6.02,255,0.1642
77,18.0,5.98,249,0.1602
82,18.7,6.2,252,0.1562
78,19.1,5.88,252,0.1521
75,19.5,5.76,253,0.1481
76,20.1,5.99,255,0.1441
